sample,study,group,cancer_abbr,tissue,sample_type,CDCP1,MET,EPHA2,ERBB2,EGFR,TFRC,ACKR3,IGF2R,LDLR,SORT1,LRP1,ASGR1
TCGA-K7-AAU7-01,TCGA,Tumor_TCGA,LIHC,Liver,Primary Tumor,1.9107,4.8689,4.7257,5.8104,3.9561,5.09,3.4329,5.3621,5.2218,3.7005,6.6819,6.8679
TCGA-CJ-6028-01,TCGA,Tumor_TCGA,KIRC,Kidney,Primary Tumor,3.257,7.0001,2.9011,4.3819,6.7903,5.1152,6.5987,5.3063,2.1043,5.3197,5.5555,1.0704
GTEX-11ONC-2826-SM-5P9GQ,GTEX,Normal_GTEx,,Pituitary,Normal Tissue,1.157,1.7442,4.4925,5.2075,2.5729,5.2091,5.8604,3.8914,4.7484,3.6882,6.6373,1.8639
TCGA-B6-A0RL-01,TCGA,Tumor_TCGA,BRCA,Breast,Primary Tumor,4.0721,0.111,0.7312,7.8626,0.1243,4.5632,5.4005,4.3045,4.8115,5.3434,3.3757,0.3448
GTEX-N7MS-2526-SM-26GMR,GTEX,Normal_GTEx,,Brain,Normal Tissue,0.0286,0.1635,0.3561,0.6508,1.3505,4.5027,0.3448,2.6041,2.0635,3.3882,4.8349,1.0356
GTEX-1122O-1526-SM-5N9CL,GTEX,Normal_GTEx,,Colon,Normal Tissue,4.5934,2.8992,3.9882,6.9314,4.1522,6.7281,3.275,4.8257,4.332,4.7708,5.691,0.7312
TCGA-CZ-5456-01,TCGA,Tumor_TCGA,KIRC,Kidney,Primary Tumor,2.8914,6.4638,4.116,4.7186,5.9422,4.9241,6.308,4.6352,1.4906,3.1127,6.6858,1.1827
TCGA-F4-6704-11,TCGA,Normal_TCGA,COAD,Colon,Solid Tissue Normal,4.4535,3.6702,5.2126,5.9359,4.0161,6.1536,4.4107,4.7415,6.6471,4.6899,5.8708,0.6135
TCGA-EL-A3D0-01,TCGA,Tumor_TCGA,THCA,Thyroid Gland,Primary Tumor,3.4276,6.772,4.2743,6.2401,4.8042,2.3391,5.0849,5.0518,2.131,4.7143,5.4087,1.6915
TCGA-EM-A22Q-01,TCGA,Tumor_TCGA,THCA,Thyroid Gland,Primary Tumor,1.9855,2.0496,2.9855,5.5413,1.257,1.0497,2.6017,2.9708,0.669,4.1867,3.3855,4.7409
GTEX-1497J-1226-SM-5Q5BL,GTEX,Normal_GTEx,,Heart,Normal Tissue,0.111,0.7655,2.696,3.6531,1.2987,1.8238,3.2357,2.3448,3.121,3.1891,5.3667,0.4647
GTEX-13OW7-2726-SM-5L3HN,GTEX,Normal_GTEx,,Adrenal Gland,Normal Tissue,0.263,0.3103,4.1739,1.9184,3.1603,5.1005,0.7991,3.1875,7.3935,2.2234,4.3052,1.0704
TCGA-5P-A9KA-01,TCGA,Tumor_TCGA,KIRP,Kidney,Primary Tumor,4.6288,6.935,5.2806,6.7802,3.5656,3.7835,3.8846,4.8724,1.541,4.8624,5.1716,1.275
GTEX-QLQ7-0826-SM-447B3,GTEX,Normal_GTEx,,Stomach,Normal Tissue,2.696,1.8992,3.5435,4.7026,2.5385,3.3132,2.7845,3.4528,4.6484,2.8379,4.3743,1.1375
TCGA-FS-A1ZF-06,TCGA,Tumor_TCGA,SKCM,Skin,Metastatic,0.4005,7.4465,2.9634,2.0669,0.774,5.4919,3.9467,4.4094,3.2972,6.1696,5.9498,0.9561
TCGA-ZN-A9VU-01,TCGA,other,,Lining of body cavities,Primary Tumor,0.8718,5.717,5.0866,5.4783,5.9495,5.6916,5.5713,4.7597,2.0704,1.3618,6.8301,1.4854
GTEX-XPVG-1026-SM-4B64Y,GTEX,Normal_GTEx,,Lung,Normal Tissue,2.1177,3.2913,4.0985,5.3729,4.7903,6.153,4.6639,5.2968,6.2288,5.8927,7.2308,2.2388
GTEX-WYBS-1026-SM-4ONCY,GTEX,Normal_GTEx,,Adipose Tissue,Normal Tissue,1.4803,3.4777,4.3737,4.6323,4.8135,5.7249,6.1576,4.4963,4.6707,4.1449,7.5312,1.6229
GTEX-ZPCL-1426-SM-57WEC,GTEX,Normal_GTEx,,Esophagus,Normal Tissue,4.4107,1.7442,6.7588,6.5882,4.4349,4.2601,3.384,4.5687,4.4784,5.3161,5.6527,1.2388
TCGA-21-1083-01,TCGA,Tumor_TCGA,LUSC,Lung,Primary Tumor,4.0934,4.3455,2.4568,4.8166,3.5969,7.8029,5.251,5.6049,4.6976,3.1603,5.3045,0.8953
TCGA-AJ-A3BI-01,TCGA,Tumor_TCGA,UCEC,Endometrium,Primary Tumor,2.4462,2.0215,0.6781,4.1498,0.6229,3.9505,0.7655,2.6508,1.9336,3.795,3.4329,1.0635
GTEX-Y114-2626-SM-4TT8Y,GTEX,Normal_GTEx,,Nerve,Normal Tissue,0.7485,3.8042,4.995,6.4479,4.6966,5.2958,6.4764,4.0223,4.9035,5.9026,7.31,0.7399
TARGET-30-PAPTFZ-01,TARGET,other,,SympatheticÊNervous System,Primary Solid Tumor,0.111,0.3334,1.1954,2.8639,0.5946,4.4135,3.5422,3.2942,3.1343,3.5311,5.6761,3.5729
GTEX-ZZPU-0326-SM-5N9BJ,GTEX,Normal_GTEx,,Adipose Tissue,Normal Tissue,1.6135,3.0704,3.6622,4.0789,3.4436,5.9409,5.1651,5.1065,5.1575,4.3547,8.6701,1.9745
GTEX-VJYA-0826-SM-4KL1M,GTEX,Normal_GTEx,,Pancreas,Normal Tissue,1.6736,2.5211,2.541,4.5528,2.729,3.2883,4.2149,2.8217,3.8115,2.2927,4.4196,0.4222
TCGA-FB-A545-01,TCGA,Tumor_TCGA,PAAD,Pancreas,Primary Tumor,5.7482,6.7494,7.3299,6.2319,3.9772,4.0661,5.3795,4.0144,7.2708,4.1891,6.7485,1.2928
TCGA-VQ-A927-01,TCGA,Tumor_TCGA,STAD,Stomach,Primary Tumor,4.8933,4.95,4.9482,6.3309,4.017,5.5094,3.1635,4.902,6.4807,4.7618,5.682,0.6135
TCGA-44-2657-11,TCGA,Normal_TCGA,LUAD,Lung,Solid Tissue Normal,3.2794,4.1416,4.1747,5.5521,3.5072,6.134,3.8846,4.6938,5.663,4.936,6.0921,2.1277
GTEX-ZPU1-2126-SM-57WED,GTEX,Normal_GTEx,,Testis,Normal Tissue,0.848,0.516,1.7442,4.2071,2.862,4.8027,3.9374,3.8788,3.4289,5.4568,5.1731,5.2532
GTEX-X585-0008-SM-46MU4,GTEX,Normal_GTEx,,Skin,Cell Line,2.1177,2.9598,2.2631,5.6735,5.0461,6.0885,6.9989,5.5892,4.8207,4.6346,9.0988,0.9486
TCGA-EB-A41A-01,TCGA,Tumor_TCGA,SKCM,Skin,Primary Tumor,0.6135,0.3219,0.6041,4.0678,0.3561,3.8012,1.0566,5.0059,0.7655,6.9527,5.853,0.4854
TCGA-55-6982-01,TCGA,Tumor_TCGA,LUAD,Lung,Primary Tumor,4.9317,6.5305,3.8719,5.6177,4.7219,5.6963,3.7247,5.2758,5.3519,4.8505,6.6388,1.531
GTEX-S4UY-0426-SM-3K2AF,GTEX,Normal_GTEx,,Blood Vessel,Normal Tissue,0.1243,1.6415,2.3248,5.545,4.5441,4.3111,7.9022,4.0926,4.2411,6.9314,6.9715,0.2869
GTEX-12WSD-2826-SM-59HKT,GTEX,Normal_GTEx,,Uterus,Normal Tissue,1.406,2.272,4.2668,5.1313,4.1136,4.4758,4.3971,4.9607,3.9533,3.7602,8.3096,1.7528
GTEX-NPJ7-0011-R6a-SM-2I3G7,GTEX,Normal_GTEx,,Brain,Normal Tissue,0.3103,0.1635,1.3448,3.799,2.5509,4.0313,2.8855,2.3673,2.3045,5.1132,6.2813,2.0669
GTEX-UPIC-1726-SM-4IHKG,GTEX,Normal_GTEx,,Colon,Normal Tissue,3.5248,2.2296,2.854,6.7191,3.645,5.1437,4.3576,4.342,3.4006,3.9597,6.2128,1.1243
GTEX-WZTO-0626-SM-4PQYY,GTEX,Normal_GTEx,,Liver,Normal Tissue,0.111,3.0233,2.0942,4.8369,2.7549,3.1343,2.3868,2.7463,5.3926,1.4436,6.0273,8.9415
TCGA-E2-A153-11,TCGA,Normal_TCGA,BRCA,Breast,Solid Tissue Normal,3.8972,4.3771,3.9644,7.2735,4.8802,5.076,5.7344,5.2253,5.6179,4.843,6.4896,1.3162
GTEX-WHSB-0005-SM-3LK7C,GTEX,Normal_GTEx,,Blood,Normal Tissue,0.0286,0.0144,0.0286,0.8074,0.0144,1.3841,0.3674,4.0883,1.6182,4.3799,3.5546,3.2986
GTEX-Y9LG-0226-SM-4VBS4,GTEX,Normal_GTEx,,Blood Vessel,Normal Tissue,1.8238,1.7949,2.943,5.275,3.7126,4.4463,6.3425,4.6316,3.6017,6.6519,7.9811,1.7442
GTEX-13PVQ-0726-SM-5L3GI,GTEX,Normal_GTEx,,Thyroid,Normal Tissue,3.3659,3.0374,4.6288,6.188,3.7137,4.4094,7.4438,3.8299,4.645,4.6831,6.8012,2.8699
GTEX-OHPL-1626-SM-2HMIR,GTEX,Normal_GTEx,,Muscle,Normal Tissue,0.1763,3.6656,1.7949,3.6554,3.3277,3.4155,2.903,5.6416,1.6553,4.9745,5.4689,0.4647
GTEX-POYW-0006-SM-2XCF4,GTEX,Normal_GTEx,,Blood,Normal Tissue,0.4647,0.189,0.2265,1.2079,0.4329,4.8545,1.2388,4.157,2.0461,3.0756,3.8238,2.9279
TCGA-DD-A3A5-11,TCGA,Normal_TCGA,LIHC,Liver,Solid Tissue Normal,0.0976,3.497,4.3799,3.6508,3.1359,1.7866,2.3505,3.1522,6.6085,0.263,6.6481,9.5091
TCGA-BA-A8YP-01,TCGA,Tumor_TCGA,HNSC,Head and Neck region,Primary Tumor,4.373,4.811,4.4918,5.2687,4.2883,8.3841,6.7623,5.9977,6.7238,4.2258,6.7185,1.0497
GTEX-12WSN-2726-SM-5LZUK,GTEX,Normal_GTEx,,Blood Vessel,Normal Tissue,0.0976,0.4222,1.4957,5.6221,4.4026,5.3789,4.5085,3.7322,5.4992,7.532,6.9279,0.2869
TCGA-RC-A7SB-01,TCGA,Tumor_TCGA,LIHC,Liver,Primary Tumor,0.2388,4.0738,3.1343,4.2456,3.0892,3.7761,4.2411,4.2102,4.9136,2.696,6.0332,7.7219
GTEX-12584-0926-SM-5FQTN,GTEX,Normal_GTEx,,Heart,Normal Tissue,0.0426,0.516,2.774,3.3448,1.6041,2.8053,3.7666,2.1795,2.4409,2.7506,4.9514,0.2016
GTEX-132AR-2426-SM-5IFFD,GTEX,Normal_GTEx,,Stomach,Normal Tissue,3.3519,2.4828,3.5072,6.0409,3.4006,3.7581,5.0501,4.3597,5.2289,3.5223,6.5103,1.6461
TCGA-CM-6164-01,TCGA,Tumor_TCGA,COAD,Colon,Primary Tumor,4.4957,5.9791,5.348,6.4762,3.7093,6.7209,3.6837,5.1322,5.8914,4.62,6.3111,2.0143
GTEX-132Q8-3026-SM-5PNVG,GTEX,Normal_GTEx,,Brain,Normal Tissue,0.5558,1.6182,1.9709,4.0583,1.8992,4.6622,3.9809,2.8914,3.568,6.0161,6.5031,4.1842
TCGA-09-0369-01,TCGA,Tumor_TCGA,OV,Ovary,Primary Tumor,1.1827,1.4006,4.2824,6.7173,2.7048,6.0009,4.5999,4.1018,2.846,4.4296,5.8785,2.0356
GTEX-RM2N-0626-SM-48FD6,GTEX,Normal_GTEx,,Esophagus,Normal Tissue,0.7485,1.9373,2.623,4.4937,4.4175,4.7959,5.1264,4.4463,3.2794,5.852,6.8278,1.4803
TARGET-50-PAJMIZ-01,TARGET,other,,Kidney,Primary Solid Tumor,0.0841,1.6041,2.5825,5.6985,0.848,3.0704,2.1795,3.5072,1.3162,4.0,4.2802,0.9336
GTEX-ZYW4-1426-SM-5SIAX,GTEX,Normal_GTEx,,Esophagus,Normal Tissue,0.3674,1.6323,2.7866,4.4148,4.2578,4.4977,5.0215,3.5059,4.2102,5.017,6.7651,0.926
TCGA-EA-A44S-01,TCGA,Tumor_TCGA,CESC,Cervix,Primary Tumor,3.7666,1.1243,5.6809,5.7401,4.7279,5.3823,1.7312,2.7159,4.9059,4.4608,6.7267,0.4329
GTEX-ZT9X-1826-SM-57WDU,GTEX,Normal_GTEx,,Muscle,Normal Tissue,0.4751,3.2898,1.6508,3.6159,2.8758,5.4443,3.686,5.1671,0.7908,5.9114,4.7777,0.1635
TCGA-EL-A4JZ-01,TCGA,Tumor_TCGA,THCA,Thyroid Gland,Primary Tumor,3.7666,6.2784,4.9241,6.3691,3.4581,3.4436,4.2832,5.4815,3.4982,5.0751,5.7881,2.0072
GTEX-UJMC-0526-SM-3GAE3,GTEX,Normal_GTEx,,Heart,Normal Tissue,0.0566,1.9449,2.568,4.8909,2.6088,4.0583,4.5379,4.1194,2.1473,5.1562,5.5647,0.546
TCGA-IN-7808-01,TCGA,Tumor_TCGA,STAD,Stomach,Primary Tumor,2.5945,2.6982,3.0496,3.4764,2.536,3.6882,2.7907,3.5886,3.6473,2.6485,3.5298,0.8319
GTEX-RU1J-0006-SM-2TF6M,GTEX,Normal_GTEx,,Blood,Normal Tissue,0.1243,0.0144,0.0286,1.0704,0.111,2.5485,1.3841,5.6738,3.1424,5.5592,4.935,4.9556
TCGA-CV-A6K0-01,TCGA,Tumor_TCGA,HNSC,Head and Neck region,Primary Tumor,4.855,4.1683,5.0348,6.0339,6.8242,5.4793,4.7076,5.0666,5.0509,4.0635,5.625,1.5059
GTEX-Y114-1926-SM-4TT8J,GTEX,Normal_GTEx,,Vagina,Normal Tissue,0.4957,2.7887,3.6747,4.3819,4.4356,4.9686,6.4177,4.1293,4.8728,4.9188,6.8906,1.0426
TCGA-24-1419-01,TCGA,Tumor_TCGA,OV,Ovary,Primary Tumor,2.846,2.8758,4.5397,5.8161,1.8399,5.3677,1.7312,4.8445,2.7761,5.2861,5.5543,1.9928
TCGA-S6-A8JY-01,TCGA,Tumor_TCGA,TGCT,Testis,Primary Tumor,2.8778,1.1177,0.7225,4.5509,0.3896,5.6121,1.0356,4.0383,1.9745,4.2242,5.2326,1.4542
GTEX-ZF3C-2026-SM-4WWB5,GTEX,Normal_GTEx,,Pancreas,Normal Tissue,1.9598,1.5607,2.943,4.9755,3.1763,3.5704,3.7581,3.0925,3.9174,2.7506,5.2891,1.0072
TARGET-50-PAJLTI-01,TARGET,other,,Kidney,Primary Solid Tumor,0.7049,3.5838,3.2311,5.3831,3.2357,4.2265,5.4735,4.0934,2.0392,4.736,6.5362,1.5008
GTEX-X4EP-2926-SM-3P5YQ,GTEX,Normal_GTEx,,Breast,Normal Tissue,3.1603,3.5021,4.327,5.7947,4.7554,5.0299,6.1334,4.3067,5.8756,3.1938,8.121,2.3978
TCGA-N9-A4Q1-01,TCGA,Tumor_TCGA,UCS,Uterus,Primary Tumor,0.3103,3.1326,2.3841,5.4155,0.9107,3.4169,4.4666,4.1375,1.9635,3.7656,6.6577,1.275
TCGA-A4-A6HP-01,TCGA,Tumor_TCGA,KIRP,Kidney,Primary Tumor,2.3757,7.1354,3.6713,6.7999,3.0036,1.4906,2.4699,3.4893,0.4222,4.4456,5.5653,1.8719
TCGA-16-0846-01,TCGA,Tumor_TCGA,GBM,Brain,Primary Tumor,1.3277,1.2869,1.6229,3.3377,3.8318,4.1562,5.9138,3.4595,4.0875,5.634,6.9405,2.2326
TCGA-DD-A11A-11,TCGA,Normal_TCGA,LIHC,Liver,Solid Tissue Normal,0.546,3.9155,5.9028,2.8894,4.4141,3.1343,6.0255,3.856,6.8808,0.7049,6.5138,8.4225
TCGA-12-5299-01,TCGA,Tumor_TCGA,GBM,Brain,Primary Tumor,1.8797,3.4686,4.3806,5.3861,9.965,5.2289,6.0348,2.696,3.0549,5.2149,7.0247,3.3103
TARGET-50-PAJPAR-01,TARGET,other,,Kidney,Primary Solid Tumor,0.4329,4.8141,3.847,5.911,3.4738,6.2793,2.9505,4.9611,3.3743,5.2596,4.3985,1.1635
TCGA-29-1761-01,TCGA,Tumor_TCGA,OV,Ovary,Primary Tumor,2.5801,2.2631,0.9928,3.4383,0.696,5.9422,3.9335,3.0875,2.5945,3.678,2.8972,0.6135
TCGA-HC-A8D0-01,TCGA,Tumor_TCGA,PRAD,Prostate,Primary Tumor,2.943,3.0687,2.1408,5.7043,3.5993,2.4594,1.7949,4.5267,2.623,3.0653,5.3441,0.7225
TCGA-CC-A7IF-01,TCGA,Tumor_TCGA,LIHC,Liver,Primary Tumor,0.0426,5.2036,1.5849,4.6513,3.7192,3.0,1.9411,2.5211,3.8146,0.848,5.2502,6.2296
GTEX-NPJ7-2726-SM-2I3FT,GTEX,Normal_GTEx,,Brain,Normal Tissue,0.275,1.2631,1.5898,3.9495,2.3813,4.4121,3.5248,2.5311,3.3016,5.5069,5.9759,2.6713
TCGA-33-4587-11,TCGA,Normal_TCGA,LUSC,Lung,Solid Tissue Normal,2.846,3.4489,3.1747,4.4249,2.8319,6.7749,4.7944,3.5373,5.3129,4.3855,5.4283,2.7761
TARGET-20-PARXMP-09,TARGET,other,,White blood cell,Primary Blood Derived Cancer - Bone Marrow,0.0841,0.189,0.3561,1.3505,0.0,8.1011,0.1506,2.3673,6.0031,1.8639,2.6135,0.9928
TCGA-P5-A5EX-01,TCGA,Tumor_TCGA,LGG,Brain,Primary Tumor,1.2203,0.9855,2.1177,4.278,4.9227,4.0161,4.9905,4.3646,2.9107,4.7697,8.0948,2.3391
TCGA-J8-A3O2-06,TCGA,Tumor_TCGA,THCA,Thyroid Gland,Metastatic,3.8227,6.7954,4.3603,7.2827,4.5934,2.5656,4.3191,5.6545,3.1359,4.6994,4.6329,1.3219
TCGA-EJ-7315-11,TCGA,Normal_TCGA,PRAD,Prostate,Solid Tissue Normal,3.6542,5.1506,4.4216,6.5684,5.2299,4.275,4.1018,4.9421,4.5273,4.85,5.5472,1.2016
GTEX-13OVJ-0011-R9b-SM-5L3GD,GTEX,Normal_GTEx,,Brain,Normal Tissue,0.7312,0.848,2.3673,2.541,2.0942,4.4483,2.6848,2.3896,3.9449,5.532,5.2525,2.4141
TCGA-DJ-A4V2-01,TCGA,Tumor_TCGA,THCA,Thyroid Gland,Primary Tumor,4.6548,7.3204,5.6419,7.0129,4.4699,3.852,3.1667,6.277,4.5379,5.0734,5.0687,1.6826
TCGA-HT-8563-01,TCGA,Tumor_TCGA,LGG,Brain,Primary Tumor,2.2234,2.9634,1.546,2.6982,4.2706,5.7019,3.8053,5.8199,4.5759,6.5955,8.2711,2.2479
GTEX-ZA64-2226-SM-5Q5A9,GTEX,Normal_GTEx,,Blood Vessel,Normal Tissue,0.3674,1.7528,3.0304,5.9098,4.5211,4.7436,5.7602,4.5167,2.6826,7.5705,7.2886,0.275
GTEX-XUW1-1726-SM-4BOOZ,GTEX,Normal_GTEx,,Pancreas,Normal Tissue,1.7782,1.406,1.8719,4.1803,2.6323,2.7887,3.7813,2.6485,1.7442,2.1635,2.6485,0.1375
GTEX-12BJ1-1426-SM-5BC5Q,GTEX,Normal_GTEx,,Esophagus,Normal Tissue,0.7991,1.3951,2.0566,3.7452,4.4141,5.6296,6.4896,4.5285,7.2391,5.7719,7.1564,0.9486
GTEX-131XE-2026-SM-5LZW1,GTEX,Normal_GTEx,,Adipose Tissue,Normal Tissue,1.5898,2.4436,4.7175,4.0781,3.7474,5.4773,6.1093,4.5129,4.649,4.4148,8.4043,1.9782
GTEX-111FC-0326-SM-5GZZ1,GTEX,Normal_GTEx,,Muscle,Normal Tissue,0.0841,1.4489,1.541,2.9598,1.4647,4.1522,3.4957,4.7474,0.757,3.757,3.9745,0.2016
TCGA-E9-A3HO-01,TCGA,Tumor_TCGA,BRCA,Breast,Primary Tumor,2.6135,1.2079,1.4168,6.434,1.1309,3.5021,2.8359,3.1953,3.7803,3.9021,4.257,0.6135
GTEX-XAJ8-1026-SM-47JY9,GTEX,Normal_GTEx,,Muscle,Normal Tissue,0.1375,1.6781,1.6508,3.6496,3.0215,3.2403,2.3533,6.0088,1.0426,5.5354,3.9727,0.189
GTEX-XLM4-0011-R10A-SM-4AT5P,GTEX,Normal_GTEx,,Brain,Normal Tissue,0.3448,1.6553,1.8719,2.6577,3.0,5.0768,3.8992,2.9126,3.6508,6.4613,6.1821,4.3827
TCGA-EY-A72D-01,TCGA,Tumor_TCGA,UCEC,Endometrium,Primary Tumor,4.4977,5.5385,4.5078,6.1582,3.6182,6.7587,2.9222,4.5179,5.5653,4.2334,3.8156,0.516
TCGA-A6-A567-01,TCGA,Tumor_TCGA,COAD,Colon,Primary Tumor,4.7835,5.2664,5.5276,6.5444,2.7225,6.127,2.7698,5.4535,4.4302,4.8909,5.3385,1.3505
TCGA-58-A46N-01,TCGA,Tumor_TCGA,LUSC,Lung,Primary Tumor,5.5404,5.432,4.7549,5.4842,5.1317,8.4127,8.1179,5.6032,5.8758,3.9193,5.2495,0.4329
TCGA-D3-A3ML-06,TCGA,Tumor_TCGA,SKCM,Skin,Metastatic,0.0841,4.1906,4.7793,4.7474,1.6088,4.0807,1.4803,4.4423,0.9708,6.3366,4.1119,0.0841
TCGA-BH-A0B0-01,TCGA,Tumor_TCGA,BRCA,Breast,Primary Tumor,4.4608,1.8758,2.8074,5.7562,2.3391,4.4269,5.0751,4.218,3.5692,5.0215,6.887,1.0215
TCGA-IS-A3K8-01,TCGA,Tumor_TCGA,SARC,"Soft tissue,Bone",Primary Tumor,0.6599,1.5059,2.17,3.8115,1.2809,2.6599,3.211,3.1391,2.4803,3.2388,5.441,1.9298
GTEX-XMD2-0006-SM-4WWEG,GTEX,Normal_GTEx,,Blood,Normal Tissue,0.4542,0.0841,0.111,1.9336,0.0286,3.3031,0.5656,5.0887,1.7866,1.9598,4.5441,2.9964
GTEX-13SLW-0226-SM-5S2NA,GTEX,Normal_GTEx,,Adipose Tissue,Normal Tissue,1.516,3.5717,3.3089,3.4712,4.1867,6.3318,5.0211,4.0268,3.7824,4.8575,8.0506,0.9708
GTEX-YBZK-0005-SM-59HKG,GTEX,Normal_GTEx,,Blood,Normal Tissue,0.0566,0.0,0.0566,1.2631,0.0566,1.926,0.864,4.0391,1.5261,2.0566,2.5705,2.26
GTEX-1399R-0126-SM-5IFEV,GTEX,Normal_GTEx,,Thyroid,Normal Tissue,2.9146,3.7247,3.5485,5.9486,4.0849,4.6865,5.3487,4.2979,2.5729,4.9156,7.0239,3.0036
TCGA-CG-4466-01,TCGA,Tumor_TCGA,STAD,Stomach,Primary Tumor,4.3455,5.5641,5.4633,11.042,4.3597,6.2832,3.0268,5.0622,5.7363,4.2009,3.7645,0.516
TCGA-A3-3383-01,TCGA,Tumor_TCGA,KIRC,Kidney,Primary Tumor,0.774,5.0103,4.2327,5.4561,3.9467,4.1043,4.2403,3.6871,2.3729,3.096,5.2099,1.4957
GTEX-13FHP-0226-SM-5K7WD,GTEX,Normal_GTEx,,Adipose Tissue,Normal Tissue,0.696,2.9355,3.497,3.4046,4.0934,4.9122,6.2856,3.6814,4.3125,5.1791,8.0401,1.2203
TCGA-NJ-A4YI-01,TCGA,Tumor_TCGA,LUAD,Lung,Primary Tumor,4.8176,6.6396,4.9388,6.9272,4.969,4.8783,2.3334,4.7355,5.3306,4.2593,6.5857,3.1043
TCGA-D8-A1XJ-01,TCGA,Tumor_TCGA,BRCA,Breast,Primary Tumor,3.8074,1.3045,3.2357,11.8383,3.6123,7.5613,3.9146,6.0237,5.0696,5.2902,5.0708,0.4436
TCGA-VT-A80J-01,TCGA,Tumor_TCGA,SARC,"Soft tissue,Bone",Primary Tumor,2.5631,5.889,2.6803,3.8972,4.0875,5.9738,4.6764,5.1367,4.0687,3.3674,6.6775,2.7333
GTEX-R55G-0126-SM-48FDS,GTEX,Normal_GTEx,,Adrenal Gland,Normal Tissue,0.3674,0.2869,2.9909,2.6439,3.854,4.6594,1.0841,4.8967,6.7134,4.0144,5.5233,0.9486
GTEX-Y5V5-2526-SM-4VBQ4,GTEX,Normal_GTEx,,Muscle,Normal Tissue,0.6508,3.5422,1.8399,3.9542,3.2509,3.5422,3.4409,5.1027,1.2326,5.5043,5.1683,0.4222
GTEX-S32W-0004-SM-2XCE9,GTEX,Normal_GTEx,,Blood,Cell Line,0.0841,0.0144,0.6229,2.1954,0.2265,7.8031,5.0858,5.467,4.6023,1.6508,0.6416,0.7137
TCGA-BQ-5880-01,TCGA,Tumor_TCGA,KIRP,Kidney,Primary Tumor,0.9708,4.1891,2.9279,4.272,2.0635,1.1506,2.5435,3.8248,0.9411,3.858,4.4276,1.1177
GTEX-W5WG-1626-SM-4LMKG,GTEX,Normal_GTEx,,Esophagus,Normal Tissue,4.723,0.9928,6.2517,6.7707,4.1922,5.2589,3.4841,4.4107,4.9208,5.1412,5.6481,1.2631
TCGA-24-1845-01,TCGA,Tumor_TCGA,OV,Ovary,Primary Tumor,2.7137,1.8797,2.4699,5.6642,2.0496,2.8156,1.4647,2.7803,2.6848,4.6639,3.4621,0.4222
TCGA-AA-3516-11,TCGA,Normal_TCGA,COAD,Colon,Solid Tissue Normal,5.3409,2.7181,4.3016,6.9987,4.2935,5.8352,2.9524,5.0409,5.0348,5.2024,5.4925,0.669
TARGET-10-PANIEU-03,TARGET,other,,White blood cell,Primary Blood Derived Cancer - Peripheral Blood,0.0841,0.0,0.3674,1.6871,0.0,4.5305,1.5361,3.1391,4.4329,2.6645,1.3448,1.7824
GTEX-12ZZZ-0011-R10a-SM-5P9HC,GTEX,Normal_GTEx,,Brain,Normal Tissue,0.189,1.2016,1.2203,1.86,1.9635,3.5874,1.8836,1.9561,2.121,5.5611,5.5519,4.0832
TCGA-HU-A4GP-11,TCGA,Normal_TCGA,STAD,Stomach,Solid Tissue Normal,0.1763,1.6915,1.9964,3.904,4.1945,3.5692,5.6576,4.1465,3.9212,4.272,5.8761,0.4222
TCGA-J9-A8CK-01,TCGA,Tumor_TCGA,PRAD,Prostate,Primary Tumor,2.7159,2.3045,2.5211,5.6916,3.1667,3.096,2.359,4.3603,4.8243,3.7517,6.7666,1.0773
TCGA-BA-6870-01,TCGA,Tumor_TCGA,HNSC,Head and Neck region,Primary Tumor,4.2847,3.669,5.7339,4.2653,4.949,4.5969,7.8981,4.218,4.4574,1.546,4.5071,0.8718
GTEX-X4XY-0011-R8A-SM-46MVC,GTEX,Normal_GTEx,,Brain,Normal Tissue,0.0426,0.0976,2.3104,1.0426,0.9708,3.2403,1.1635,0.856,3.5485,3.9001,2.9982,1.4699
TCGA-EE-A2MP-06,TCGA,Tumor_TCGA,SKCM,Skin,Metastatic,4.6253,3.2296,3.3132,3.9635,0.1506,5.7626,2.6369,5.3813,3.2219,6.0552,5.4456,0.7991
TCGA-MV-A51V-01,TCGA,Tumor_TCGA,BLCA,Bladder,Primary Tumor,3.6053,2.9146,7.1003,8.6502,2.3951,4.9198,4.3312,2.7824,5.6907,3.6439,4.1424,1.8875
GTEX-13QJC-0011-R6a-SM-5S2VI,GTEX,Normal_GTEx,,Brain,Normal Tissue,0.2265,0.1506,0.7991,3.4957,2.6713,2.678,2.8972,1.6508,1.511,4.5379,6.0202,2.2449
TCGA-5P-A9K4-01,TCGA,Tumor_TCGA,KIRP,Kidney,Primary Tumor,4.1309,7.1264,4.5583,7.0443,3.7049,3.4329,3.7312,4.121,1.6135,4.278,5.0166,1.7613
TCGA-VD-A8KE-01,TCGA,other,,Eye,Primary Tumor,0.1763,4.5454,3.2464,4.1018,0.3896,1.7485,1.8156,5.5813,0.4222,5.752,4.5141,0.263
GTEX-N7MT-1426-SM-3LK5M,GTEX,Normal_GTEx,,Blood Vessel,Normal Tissue,1.1309,1.3045,3.6622,6.2867,4.3937,3.2079,6.0334,4.5625,4.2219,5.7438,9.0503,1.0356
